"","team_game_log_id","created_at","updated_at","home_team_outcome","home_team_score","away_team_outcome","away_team_score","team_outcome","team_score","opponent_outcome","opponent_score","is_home_team","is_away_team","extra_point_kicks_attempted","extra_point_kicks_blocked","extra_point_kicks_succeeded","extra_point_passes_attempted","extra_point_passes_succeeded","extra_point_rushes_attempted","extra_point_rushes_succeeded","field_goals_attempted","field_goals_blocked","field_goals_succeeded","field_goals_succeeded_longest_yards","fourth_downs_attempted","fourth_downs_succeeded","fumble_touchdowns","fumbles","fumbles_lost","fumbles_recovered_defense","fumbles_recovered_offense","games_lost","games_played","games_tied","games_won","goal_to_go_attempted","goal_to_go_succeeded","interception_return_longest_yards","interception_return_yards","interception_returns","interception_touchdowns","kickoff_return_longest_yards","kickoff_return_touchdowns","kickoff_return_yards","kickoff_returns","kickoff_touchbacks","kickoffs","kickoffs_in_end_zone","other_touchdowns","passer_rating","passing_first_downs","passing_gross_yards","passing_longest_yards","passing_net_yards","passing_plays_attempted","passing_plays_completed","passing_plays_intercepted","passing_plays_sacked","passing_sacked_yards","passing_touchdowns","penalties","penalty_first_downs","penalty_yards","points","points_overtime","points_quarter_1","points_quarter_2","points_quarter_3","points_quarter_4","points_overtime_1","points_overtime_2","points_overtime_3","points_overtime_4","points_overtime_5","points_overtime_6","points_overtime_7","points_overtime_8","points_overtime_9","points_overtime_10","punt_blocks","punt_return_faircatches","punt_return_longest_yards","punt_return_touchdowns","punt_return_yards","punt_returns","punting_gross_yards","punting_inside_twenty","punting_longest_gross_yards","punting_longest_net_yards","punting_longest_yards","punting_net_yards","punting_net_yards_avg","punting_plays","punting_plays_blocked","receiving_longest_yards","red_zone_scores_attempted","red_zone_scores_succeeded","rushing_first_downs","rushing_gross_yards","rushing_longest_yards","rushing_losses","rushing_lost_yards","rushing_net_yards","rushing_plays","rushing_touchdowns","safeties","third_downs_attempted","third_downs_succeeded","time_of_possession_secs","time_of_possession_secs_overtime","time_of_possession_secs_quarter_1","time_of_possession_secs_quarter_2","time_of_possession_secs_quarter_3","time_of_possession_secs_quarter_4","total_first_downs","total_touchdowns","game_id","opponent_id","team_id"
"23","8bb966cc-d2d8-4e2a-9548-da82902d906f","2017-09-24T16:25:41-04:00","2017-09-24T20:00:42-04:00","win",27,"loss",24,"loss",24,"win",27,FALSE,TRUE,3,0,3,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,75,1,1,0,0,20,1,4,5,4,0,0,13,212,0,191,27,21,0,3,21,2,7,2,68,24,0,7,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,37.667,6,0,0,2,2,6,110,0,0,0,0,30,0,0,12,4,2057,0,0,0,0,0,21,3,"0e192012-9f0d-409f-a15a-fcbda249b8bd","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20","6bb48096-ca08-40e3-8dd2-2d93d96e346e"
"24","30c5d9cc-4ebf-454f-982c-9f859bd9b071","2017-09-17T13:03:56-04:00","2017-09-17T16:38:51-04:00","win",24,"loss",10,"loss",10,"win",24,FALSE,TRUE,1,0,1,0,0,0,0,1,0,1,0,2,1,0,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,18,1,3,3,3,0,0,12,300,0,293,42,20,4,3,7,1,11,2,65,10,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.5,4,0,0,1,0,6,93,0,0,0,0,21,0,0,12,2,1596,0,0,0,0,0,20,1,"34aba22d-b7cc-4cf9-9465-d93e87ef1654","15cdbc22-7b1e-4012-a731-987ca52e3c05","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"25","bf22ded4-8c2c-4ea3-93d8-4fa30d7d8ec4","2017-09-24T13:00:43-04:00","2017-09-24T16:30:39-04:00","win",31,"loss",28,"loss",28,"win",31,FALSE,TRUE,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,3,5,3,0,0,13,242,0,235,47,22,3,1,7,2,10,5,113,28,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.286,7,0,0,5,4,7,111,0,0,0,0,21,2,0,13,5,1593,0,0,0,0,0,25,4,"6a00d123-e14e-43ca-a476-c16ed3ed8733","557d1013-6b50-4998-885b-d121af071867","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"26","f48e6756-0a7e-459b-8b8c-b2e7eeb739a9","2017-09-10T13:03:05-04:00","2017-09-10T16:13:01-04:00","loss",18,"win",21,"loss",18,"win",21,TRUE,FALSE,1,0,1,1,1,0,0,1,0,1,0,2,2,0,1,0,0,0,1,1,0,0,1,1,0,30,1,0,0,0,14,1,3,4,3,0,0,12,222,0,180,30,20,1,7,42,1,4,5,61,18,0,7,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,3,0,0,0,0,0,0,35,5,0,0,3,2,3,57,0,0,0,0,25,1,0,12,3,1870,0,0,0,0,0,20,2,"83ab0d87-44e1-4815-9643-09987d7361ff","e5796fc5-4c5e-486d-a76d-5879fd2f5117","ecf6a705-7a54-4f36-9dcd-09a0c53e733b"
"27","219e92a8-8ee0-4d9e-b0cd-52a0fef83153","2017-10-01T13:02:04-04:00","2017-10-01T20:00:14-04:00","undecided",24,"undecided",16,"undecided",24,"undecided",16,TRUE,FALSE,3,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,52,2,2,5,5,0,0,8,155,0,154,18,12,0,2,1,2,2,1,10,30,0,3,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37,1,0,0,4,3,6,148,0,0,0,0,19,1,0,8,5,1229,0,0,0,0,0,15,3,"c60ebcfd-cb91-4315-b6d9-fd76d234ad9f","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2","d61f132b-29f6-4140-847b-efb50ea9ccba"
"28","65375410-4afc-4709-aea6-99239f9dd7ff","2017-09-25T20:32:52-04:00","2017-09-26T22:21:40-04:00","loss",17,"win",28,"win",28,"loss",17,FALSE,TRUE,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,18,1,3,5,4,0,0,7,183,0,174,18,13,0,1,9,2,9,2,76,28,0,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,43.857,7,0,0,3,3,6,99,0,0,0,0,26,2,0,9,2,1425,0,0,0,0,0,15,4,"e78b03dd-aae6-485f-98bb-ebe879724ec8","77c57737-b688-4bbf-a127-7b7f0ef8bcdd","d61f132b-29f6-4140-847b-efb50ea9ccba"
"29","7a2f0ba8-aafd-4d39-bda5-0a3a892b5c3c","2017-09-10T20:33:04-04:00","2017-09-11T04:08:31-04:00","win",19,"loss",3,"win",19,"loss",3,TRUE,FALSE,1,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,42,2,4,6,6,0,0,12,268,0,263,39,24,0,1,5,1,5,1,50,19,0,3,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.5,4,0,0,4,1,9,129,0,0,0,0,31,0,0,15,8,2054,0,0,0,0,0,22,1,"d315a072-19d3-4e93-aa51-d959c55b659c","47b8904b-4d56-481a-ab06-6e56dfe59f78","d61f132b-29f6-4140-847b-efb50ea9ccba"
"30","dfc7f588-162b-45da-b622-0b465f11152f","2017-09-17T16:28:51-04:00","2017-09-18T06:11:08-04:00","win",42,"loss",17,"loss",17,"win",42,FALSE,TRUE,2,0,2,0,0,0,0,1,0,1,0,5,2,0,0,0,0,0,1,1,0,0,2,1,0,25,1,0,0,0,0,0,3,4,4,0,0,12,238,0,228,50,30,2,2,10,2,8,3,69,17,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,41.8,5,0,0,3,1,1,40,0,0,0,0,14,0,0,14,3,1570,0,0,0,0,0,16,2,"baa94cdc-f6b0-4f8d-9709-c1644785f37e","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333","d61f132b-29f6-4140-847b-efb50ea9ccba"
"31","3b8d3483-5faf-455b-bf9e-92ee51d890a7","2017-09-24T13:00:42-04:00","2017-09-24T16:20:43-04:00","win",26,"loss",16,"loss",16,"win",26,FALSE,TRUE,1,0,1,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,81,3,2,5,2,0,0,10,259,0,255,40,24,2,3,4,0,10,4,79,16,0,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,28.333,3,0,0,3,1,7,111,0,0,0,0,23,1,0,14,6,1774,0,0,0,0,0,21,1,"cf74f344-3ea2-4849-9df4-dfbfba3347f4","50990622-f5d7-4597-b9b3-c73c9be32af2","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"32","42b03616-f0f9-489b-ac16-cdbd7a55de90","2017-09-11T22:20:08-04:00","2017-09-12T04:30:08-04:00","win",24,"loss",21,"win",24,"loss",21,TRUE,FALSE,3,0,3,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,1,3,2,0,0,1,0,0,0,36,1,5,5,5,0,0,14,219,0,181,28,17,1,4,38,2,3,1,62,24,0,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,49,3,0,0,5,3,7,140,0,0,0,0,36,1,0,15,8,2053,0,0,0,0,0,22,3,"8b6c7292-c47d-4ccd-aa51-b753cc034c62","d1f76207-7303-484f-a25f-b00d1eb46ecd","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"33","48703e51-8309-4f2d-b4ff-10726b92b427","2017-09-17T16:28:51-04:00","2017-09-18T06:11:08-04:00","win",42,"loss",17,"win",42,"loss",17,TRUE,FALSE,6,0,6,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,3,3,0,126,2,1,0,0,25,1,7,7,7,0,0,12,231,0,202,32,22,1,2,29,4,8,3,61,42,0,7,14,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,36.667,3,0,0,4,4,11,178,0,0,0,0,39,1,0,15,9,2030,0,0,0,0,0,26,6,"baa94cdc-f6b0-4f8d-9709-c1644785f37e","d61f132b-29f6-4140-847b-efb50ea9ccba","6e1ae482-bd5e-40b3-a2d8-24c0a9eec333"
"34","31904191-4d4e-4e4c-a6fa-2eb40b1cd599","2017-09-24T13:00:41-04:00","2017-09-24T20:00:40-04:00","loss",26,"win",30,"loss",26,"win",30,TRUE,FALSE,2,0,2,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,89,3,1,0,0,11,1,5,7,7,0,0,15,264,0,253,45,25,0,2,11,1,9,3,98,26,0,0,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,40.2,5,0,0,3,1,3,71,0,0,0,0,19,0,0,13,3,1645,0,0,0,0,0,21,2,"4cfb5be6-0b71-4ea3-b5ff-8fa38896cb4b","c1618ca6-3dad-485d-b237-ad34f8d0bf83","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"35","631d27d4-f091-4284-9bd0-3823c0278a35","2017-09-10T13:03:05-04:00","2017-09-10T16:47:59-04:00","win",35,"loss",23,"win",35,"loss",23,TRUE,FALSE,2,0,2,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,3,3,0,83,3,1,0,0,49,3,4,6,6,0,0,15,292,0,285,41,29,1,1,7,4,10,1,100,35,0,0,9,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,37.8,5,0,0,3,3,3,82,0,0,0,0,27,0,0,16,8,2000,0,0,0,0,0,19,5,"428b5f53-c0c7-4199-a673-d9fc9c91189d","77c57737-b688-4bbf-a127-7b7f0ef8bcdd","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"36","7043a0fa-98d2-423e-9a20-92cb5ee02ae8","2017-09-18T20:31:05-04:00","2017-09-19T00:16:06-04:00","loss",10,"win",24,"win",24,"loss",10,FALSE,TRUE,3,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,18,1,0,0,0,15,1,4,5,4,0,0,7,122,0,119,21,15,0,3,3,2,6,0,50,24,0,7,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,3,0,0,0,0,0,0,40,5,0,0,1,1,5,138,0,0,0,0,32,0,0,15,7,1967,0,0,0,0,0,12,3,"0d793f2d-9549-48d7-8615-16e64c09e3ea","47b8904b-4d56-481a-ab06-6e56dfe59f78","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"37","94a0a273-bad7-402a-b76d-62d1837516d1","2017-10-01T13:02:07-04:00","2017-10-01T20:00:10-04:00","undecided",7,"undecided",14,"undecided",14,"undecided",7,FALSE,TRUE,0,0,0,1,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,0,0,11,177,0,155,26,15,0,3,22,0,3,0,37,14,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.333,3,0,0,3,1,5,91,0,0,0,0,18,1,0,8,3,1447,0,0,0,0,0,16,1,"53c553f7-a06a-4363-9a4a-2039bb19ea55","273bc0eb-8984-4474-bbc8-5cce491aa662","82fedbfa-8c2c-46cc-b02f-ea16abf5ffc9"
"38","5e71ea6d-9da1-4f4f-b2fa-33396f8eb4c6","2017-09-10T16:28:00-04:00","2017-09-10T20:33:06-04:00","win",17,"loss",9,"win",17,"loss",9,TRUE,FALSE,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,4,2,0,0,16,311,0,286,42,28,1,4,25,1,8,2,70,17,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,42.4,5,0,0,1,1,8,84,0,0,0,0,28,1,0,16,9,2353,0,0,0,0,0,26,2,"fd691d17-dd52-48ca-bf5a-723bb4d614bb","e6094723-20f3-417a-87d2-1ccc0b7a6388","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20"
"39","7c5f5d33-96c8-48b0-b1b1-868d4f9df3c2","2017-09-17T20:33:53-04:00","2017-09-18T00:16:21-04:00","win",34,"loss",23,"loss",23,"win",34,FALSE,TRUE,2,0,2,1,0,0,0,1,0,1,0,3,3,0,1,1,0,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,3,5,4,0,0,18,343,0,308,50,33,1,3,35,2,10,2,70,23,0,7,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.667,3,0,0,3,2,4,59,0,0,0,0,15,1,0,12,5,1883,0,0,0,0,0,24,3,"b3a480a5-acc9-4161-a8c0-e50ecba08106","c1618ca6-3dad-485d-b237-ad34f8d0bf83","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20"
"40","c55e7a55-c05c-4aa0-baec-79f6e2f45b9c","2017-09-28T20:28:26-04:00","2017-10-01T10:07:10-04:00","win",35,"loss",14,"win",35,"loss",14,TRUE,FALSE,5,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,4,4,0,14,2,0,0,0,0,0,4,6,5,0,0,9,179,0,169,27,19,0,2,10,4,7,3,55,35,0,14,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,46.2,5,0,0,5,5,5,91,0,0,0,0,24,1,0,14,7,1689,0,0,0,0,0,17,5,"307de0cb-44cd-4a61-a094-fe8d6dd8bd27","009ff336-845b-411b-8ee5-9b3089e99398","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20"
"41","d0c3b240-cdf2-4078-8b63-4967936910e3","2017-09-24T16:25:41-04:00","2017-09-24T20:00:42-04:00","win",27,"loss",24,"win",27,"loss",24,TRUE,FALSE,3,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,5,6,5,0,0,15,313,0,280,42,28,1,6,33,3,4,3,33,27,3,7,0,7,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,0,0,0,0,0,0,44.167,6,0,0,5,3,4,64,0,0,0,0,17,0,0,15,7,1761,0,0,0,0,0,22,3,"0e192012-9f0d-409f-a15a-fcbda249b8bd","6bb48096-ca08-40e3-8dd2-2d93d96e346e","ade9a19b-3dfb-4436-aefd-e54f1c0d1a20"
"42","0c6a917e-be5e-4f05-97db-f6ae986d1f35","2017-09-24T13:00:42-04:00","2017-09-24T20:00:40-04:00","win",36,"loss",33,"loss",33,"win",36,FALSE,TRUE,3,0,3,0,0,0,0,4,0,4,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,75,4,6,8,7,0,0,13,301,0,292,33,22,2,2,9,2,10,3,60,33,0,10,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,45.25,4,0,0,3,1,7,125,0,0,0,0,32,0,0,14,6,2018,0,0,0,0,0,23,3,"45ca1e4f-3925-43d5-8cb8-80975cd22917","5546974d-27c2-4d93-a63e-d8320952e871","545d6178-62b4-4e6e-a118-60e4f66d257d"
"43","5c487645-02b5-406e-bda3-e7a7e7784d0b","2017-09-10T13:03:04-04:00","2017-09-10T16:23:00-04:00","loss",7,"win",29,"loss",7,"win",29,TRUE,FALSE,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,1,0,0,2,1,0,0,0,0,0,0,24,1,2,2,2,0,0,11,164,0,110,36,19,1,10,54,1,9,8,94,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,41.8,5,0,0,2,1,4,93,0,0,0,0,23,0,0,12,5,1795,0,0,0,0,0,23,1,"323b1194-a961-4703-9e89-d18945e32bec","0fc8a1cb-bb61-4eba-b448-1d313813f0d1","545d6178-62b4-4e6e-a118-60e4f66d257d"
"44","90b4b2cf-47b4-4610-9d93-4f34dd795af9","2017-09-14T20:26:28-04:00","2017-09-14T23:56:24-04:00","loss",9,"win",13,"win",13,"loss",9,FALSE,TRUE,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,17,1,2,4,4,0,0,6,125,0,98,24,15,0,3,27,0,9,2,61,13,0,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,38,9,0,0,1,0,6,168,0,0,0,0,35,1,0,15,4,1935,0,0,0,0,0,14,1,"a1cd1cca-f8fe-4c3f-93d5-22b3446e19c4","6bb48096-ca08-40e3-8dd2-2d93d96e346e","545d6178-62b4-4e6e-a118-60e4f66d257d"
"45","c13a69eb-54fb-485d-8cea-5b65b0d8c568","2017-09-24T13:00:43-04:00","2017-09-24T16:30:39-04:00","win",31,"loss",28,"win",31,"loss",28,TRUE,FALSE,4,0,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,40,3,0,0,0,0,0,6,6,6,0,0,7,259,0,243,24,17,0,3,16,1,11,3,99,31,0,7,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,42.857,7,0,0,4,3,6,92,0,0,0,0,36,3,0,17,8,2007,0,0,0,0,0,16,4,"6a00d123-e14e-43ca-a476-c16ed3ed8733","ecf6a705-7a54-4f36-9dcd-09a0c53e733b","557d1013-6b50-4998-885b-d121af071867"
"46","c330c2e1-cbcb-49ec-a5c6-adde2673d5bc","2017-09-17T13:03:55-04:00","2017-09-17T16:33:54-04:00","loss",13,"win",16,"loss",13,"win",16,TRUE,FALSE,1,0,1,0,0,0,0,2,0,2,0,0,0,0,3,0,0,0,1,1,0,0,2,1,0,32,1,0,0,0,79,3,2,4,2,0,0,11,216,0,190,37,20,1,4,26,0,8,1,70,13,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,42.429,7,0,0,2,1,6,76,0,0,0,0,29,1,0,18,8,1989,0,0,0,0,0,18,1,"f68068f2-890d-4245-b4df-5f36cf1e4941","77c57737-b688-4bbf-a127-7b7f0ef8bcdd","557d1013-6b50-4998-885b-d121af071867"
"47","cd4a6309-eafa-46bb-a846-0ad8621c3156","2017-09-10T16:08:01-04:00","2017-09-10T20:33:07-04:00","win",46,"loss",9,"loss",9,"win",46,FALSE,TRUE,1,0,0,0,0,0,0,2,0,1,0,1,0,0,3,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,4,2,0,0,6,179,0,150,21,11,2,4,29,0,4,1,20,9,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,47.833,6,0,0,2,1,3,75,0,0,0,0,24,1,0,10,0,1535,0,0,0,0,0,10,1,"de6cb309-e46e-48ed-8356-366f589dd373","3f53d6c3-46ae-4a68-833e-fc29c8ecbdb2","557d1013-6b50-4998-885b-d121af071867"
"48","30f46ba2-ff36-44ad-9b2c-2fe76e75a4e7","2017-09-17T13:03:55-04:00","2017-09-17T16:19:30-04:00","loss",16,"win",37,"loss",16,"win",37,TRUE,FALSE,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,1,0,0,1,1,0,2,1,0,0,0,88,4,2,4,2,0,0,13,223,0,211,34,20,2,2,12,1,10,1,99,16,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,38.2,5,0,0,2,2,6,99,0,0,0,0,25,1,0,13,6,1754,0,0,0,0,0,20,2,"f74e5843-92e3-4f18-bf56-881bbf42f0ce","a8004516-b1d9-44df-b6ba-d5e4b7d9d1d7","0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
"49","3d3045b8-98e8-40fc-9b52-00576b49cb41","2017-09-24T10:07:59-04:00","2017-09-24T13:00:42-04:00","win",44,"loss",7,"win",44,"loss",7,TRUE,FALSE,5,0,5,0,0,0,0,3,0,3,0,2,2,0,0,0,0,0,0,1,0,1,3,3,0,20,2,0,0,0,12,1,8,9,8,0,0,13,244,0,244,33,20,0,0,0,4,9,4,70,44,0,10,13,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,50,3,0,0,6,4,7,166,0,0,0,0,35,1,0,12,3,2043,0,0,0,0,0,24,5,"e72de5b3-3475-42c1-97e2-8bcef43d4ffd","15cdbc22-7b1e-4012-a731-987ca52e3c05","0fc8a1cb-bb61-4eba-b448-1d313813f0d1"
